bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] this( new GroupBuilder(),  new DefaultOptionBuilder(), [FE] ComparisonFailure [CONTEXT] public PatternBuilder() { [BUGGY] this(   new GroupBuilder(),      new DefaultOptionBuilder(), [BUGGY] new GroupBuilder(), new DefaultOptionBuilder(), new ArgumentBuilder()); } [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] PatternBuilder()  [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	46	48	1	replace	
2	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public PatternBuilder() { [BUGGY] [BUGGY] this(   new GroupBuilder(),      new DefaultOptionBuilder(), new GroupBuilder(), new DefaultOptionBuilder(), new ArgumentBuilder()); } [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] PatternBuilder()  [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	46	48	1	add	
3	[BUG] [BUGGY] } [FE] ComparisonFailure [CONTEXT] public PatternBuilder() { this( new GroupBuilder(), new DefaultOptionBuilder(), new ArgumentBuilder()); [BUGGY] } [BUGGY]  [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] PatternBuilder()  [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	50	50	1	replace	
4	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public PatternBuilder() { this( new GroupBuilder(), new DefaultOptionBuilder(), new ArgumentBuilder()); [BUGGY] [BUGGY] } [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] PatternBuilder()  [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	50	50	1	add	
5	[BUG] [BUGGY] final ArgumentBuilder abuilder) { [FE] ComparisonFailure [CONTEXT] public PatternBuilder( final GroupBuilder gbuilder, final DefaultOptionBuilder obuilder, [BUGGY] final ArgumentBuilder abuilder) { [BUGGY] this.gbuilder = gbuilder; this.obuilder = obuilder; this.abuilder = abuilder; } [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] ArgumentBuilder)  GroupBuilder gbuilder DefaultOptionBuilder obuilder ArgumentBuilder abuilder [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	61	61	1	replace	
6	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public PatternBuilder( final GroupBuilder gbuilder, final DefaultOptionBuilder obuilder, [BUGGY] [BUGGY] final ArgumentBuilder abuilder) { this.gbuilder = gbuilder; this.obuilder = obuilder; this.abuilder = abuilder; } [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] ArgumentBuilder)  GroupBuilder gbuilder DefaultOptionBuilder obuilder ArgumentBuilder abuilder [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	61	61	1	add	
7	[BUG] [BUGGY] private final Set options = new HashSet(); [FE] ComparisonFailure [CONTEXT] [BUGGY] private final Set options = new HashSet(); [BUGGY]  [CLASS] PatternBuilder  [VARIABLES] 	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	67	67	1	replace	
8	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] [BUGGY] [BUGGY] private final Set options = new HashSet(); [CLASS] PatternBuilder  [VARIABLES] 	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	67	67	1	add	
9	[BUG] [BUGGY] this.gbuilder = gbuilder; [FE] ComparisonFailure [CONTEXT] public PatternBuilder( final GroupBuilder gbuilder, final DefaultOptionBuilder obuilder, final ArgumentBuilder abuilder) { [BUGGY] this.gbuilder = gbuilder; [BUGGY] this.obuilder = obuilder; this.abuilder = abuilder; } [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] ArgumentBuilder)  GroupBuilder gbuilder DefaultOptionBuilder obuilder ArgumentBuilder abuilder [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	62	62	1	replace	
10	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public PatternBuilder( final GroupBuilder gbuilder, final DefaultOptionBuilder obuilder, final ArgumentBuilder abuilder) { [BUGGY] [BUGGY] this.gbuilder = gbuilder; this.obuilder = obuilder; this.abuilder = abuilder; } [CLASS] PatternBuilder [METHOD] <init> [RETURN_TYPE] ArgumentBuilder)  GroupBuilder gbuilder DefaultOptionBuilder obuilder ArgumentBuilder abuilder [VARIABLES] DefaultOptionBuilder obuilder Set options boolean ArgumentBuilder abuilder GroupBuilder gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	62	62	1	add	
