bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]          junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }	  if(_lastClearedToken    ==    null)    {    throw    _constructError(   "Unexpected    value:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	7	None	replace
2	[BUG]  [BUGGY]  if(delegate  ==  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]            junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(delegate  ==  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(delegate  ==  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }	  if(_lastClearedToken    ==    null)    {    throw    _constructError(   "Unexpected    value:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	7	None	replace
3	[BUG]  [BUGGY]  if(delegate  ==  null)  {  if(_lastClearedToken!=  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]              junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(delegate  ==  null)  {  if(_lastClearedToken!=  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(delegate  ==  null)  {  if(_lastClearedToken!=  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }	  if(_lastClearedToken    ==    null)    {    throw    _constructError(   "Unexpected    value:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	7	None	replace
4	[BUG]  [BUGGY]  if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]          junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	  if(_itemFilter!=    null)    {    if(_lastClearedToken    ==    null)    {    throw    _constructError(   "Unexpected    problem:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
5	[BUG]  [BUGGY]  if(_lastClearedToken!=  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]            junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(_lastClearedToken!=  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_lastClearedToken!=  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	  if(_itemFilter!=    null)    {    if(_lastClearedToken    ==    null)    {    throw    _constructError(   "Unexpected    problem:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
6	[BUG]  [BUGGY]  if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken. ");  }  [CE]  illegal  start  of  expression  [FE]              junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken. ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(delegate!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken. ");  }	  if(_itemFilter!=    null)    {    if(_lastClearedToken    ==    null)    {    throw    _constructError(   "Unexpected    problem:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
7	[BUG]  [BUGGY]  if(delegate!=  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]        junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(delegate!=  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(delegate!=  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	  if(_currToken    ==    null)    {    if(!_allowMultipleMatches)    {    throw    _constructError(   "Unexpected    problem:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	8	None	replace
8	[BUG]  [BUGGY]  if(delegate  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]          junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  if(delegate  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(delegate  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	  if(_currToken    ==    null)    {    if(!_allowMultipleMatches)    {    throw    _constructError(   "Unexpected    problem:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	8	None	replace
9	[BUG]  [BUGGY]  _lastClearedToken  =  _lastClearedToken;  [CE]  illegal  start  of  expression  [FE]            junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  _lastClearedToken  =  _lastClearedToken;  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	_lastClearedToken  =  _lastClearedToken;	  if(_currToken    ==    null)    {    if(!_allowMultipleMatches)    {    throw    _constructError(   "Unexpected    problem:    chain    of    filtered    context    broken   ");    }    	non-compiled	[CE]  illegal  start  of  expression	8	None	replace
10	[BUG]  [BUGGY]  _lastClearedToken  =  delegate.getLastClearedToken();  [CE]  illegal  start  of  expression  [FE]            junit.framework.AssertionFailedError:  Expected  token  END_OBJECT    [CONTEXT]    }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError(   "Unexpected  problem:  chain  of  filtered  context  broken   ");  }    [BUGGY]  _lastClearedToken  =  delegate.getLastClearedToken();  [BUGGY]    }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	_lastClearedToken  =  delegate.getLastClearedToken();	  _lastClearedToken    =    ctxt.getLastClearedToken();    	non-compiled	[CE]  illegal  start  of  expression	3	None	replace
