bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]    junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
2	[BUG]  [BUGGY]  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  [CE]  illegal  start  of  expression  [FE]      junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
3	[BUG]  [BUGGY]  _lastClearedToken  =  ctxt.getLastClearedToken();  [CE]  illegal  start  of  expression  [FE]        junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  _lastClearedToken  =  ctxt.getLastClearedToken();  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	_lastClearedToken  =  ctxt.getLastClearedToken();	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
4	[BUG]  [BUGGY]  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  error:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]          junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  error:  chain  of  filtered  context  broken ");  }  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  error:  chain  of  filtered  context  broken ");  }	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
5	[BUG]  [BUGGY]    [CE]  illegal  start  of  expression  [FE]            junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]    [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	  	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
6	[BUG]  [BUGGY]  if(_lastClearedToken  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]    junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  if(_lastClearedToken  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_lastClearedToken  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
7	[BUG]  [BUGGY]  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]      junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  value:  chain  of  filtered  context  broken ");  }	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
8	[BUG]  [BUGGY]  if(_currToken  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]    junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  if(_currToken  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_currToken  ==  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
9	[BUG]  [BUGGY]  if(_itemFilter!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]      junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  if(_itemFilter!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_itemFilter!=  null)  {  if(_lastClearedToken  ==  null)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
10	[BUG]  [BUGGY]  if(_itemFilter!=  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [CE]  illegal  start  of  expression  [FE]        junit.framework.AssertionFailedError:  Expected  token  END_OBJECT  [CONTEXT]  }  break;  }  ctxt  =  _headContext.findChildOf(ctxt);  _exposedContext  =  ctxt;  if  (ctxt  ==  null)  {  //  should  never  occur  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  if(_itemFilter!=  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }  [BUGGY]  }  JsonToken  t  =  delegate.nextToken();  if  (t  ==  null)  {  _currToken  =  t;  return  t;  }  [CLASS]  FilteringParserDelegate  [METHOD]  nextToken  [RETURN_TYPE]  JsonToken  [VARIABLES]  JsonToken  _currToken  _lastClearedToken  t  boolean  _allowMultipleMatches  _includeImmediateParent  _includePath  allowMultipleMatches  includePath  returnEnd  String  name  TokenFilterContext  _exposedContext  _headContext  ctxt  int  _matchCount  id  TokenFilter  _itemFilter  f  rootFilter  	projects/JacksonCore21/src/main/java/com/fasterxml/jackson/core/filter/FilteringParserDelegate.java	1.0	288	288	3	replace	if(_itemFilter!=  null)  {  if(!_allowMultipleMatches)  {  throw  _constructError( "Unexpected  problem:  chain  of  filtered  context  broken ");  }	}  	non-compiled	[CE]  illegal  start  of  expression	51	None	replace
