bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] this.seriesKeys = null; [FE] NullPointerException [CONTEXT] [BUGGY] this.seriesKeys = null; [BUGGY] this.categoryKeys = null; } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.7559289460184544	207	207	8	replace	
2	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] this.seriesKeys = null; this.categoryKeys = null; } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.7559289460184544	207	207	8	add	
3	[BUG] [BUGGY] this.categoryKeys = null; [FE] NullPointerException [CONTEXT] [BUGGY] this.categoryKeys = null; [BUGGY] } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.7559289460184544	208	208	8	replace	
4	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] this.categoryKeys = null; } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.7559289460184544	208	208	8	add	
5	[BUG] [BUGGY] this(DataUtilities.createNumberArray2D(starts), DataUtilities.createNumberArray2D(ends)); [FE] NullPointerException [CONTEXT] [BUGGY] this(DataUtilities.createNumberArray2D(starts),    DataUtilities.createNumberArray2D(ends)); [BUGGY] DataUtilities.createNumberArray2D(ends)); } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] DefaultIntervalCategoryDataset(double[][],double[][])  double[][] starts double[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	91	92	8	replace	
6	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] this(DataUtilities.createNumberArray2D(starts),    DataUtilities.createNumberArray2D(ends)); DataUtilities.createNumberArray2D(ends)); } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] DefaultIntervalCategoryDataset(double[][],double[][])  double[][] starts double[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	91	92	8	add	
7	[BUG] [BUGGY] } [FE] NullPointerException [CONTEXT] [BUGGY] } [BUGGY]  [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] DefaultIntervalCategoryDataset(double[][],double[][])  double[][] starts double[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	93	93	8	replace	
8	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] DefaultIntervalCategoryDataset(double[][],double[][])  double[][] starts double[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	93	93	8	add	
9	[BUG] [BUGGY] this(null, null, starts, ends); [FE] NullPointerException [CONTEXT] [BUGGY] this(null, null, starts, ends); [BUGGY] } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Number[][] starts Number[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	107	107	8	replace	
10	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] this(null, null, starts, ends); } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Number[][] starts Number[][] ends 	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	107	107	8	add	
