bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	patch
1	[BUG] [BUGGY] this.maximumRangeValue = maxval; [FE] 6]> [CONTEXT] if (item.getMaxOutlier() != null) { maxval = item.getMaxOutlier().doubleValue(); } if (Double.isNaN(this.maximumRangeValue)) { this.maximumRangeValue = maxval; this.maximumRangeValueRow = r; this.maximumRangeValueColumn = c; } else if (maxval > this.maximumRangeValue) { [BUGGY] this.maximumRangeValue = maxval; [BUGGY] this.maximumRangeValueRow = r; this.maximumRangeValueColumn = c; } if (Double.isNaN(this.minimumRangeValue)) { this.minimumRangeValue = minval; this.minimumRangeValueRow = r; this.minimumRangeValueColumn = c; } else if (minval < this.minimumRangeValue) { [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] add [RETURN_TYPE] void  BoxAndWhiskerItem item Comparable rowKey Comparable columnKey [VARIABLES] Comparable columnKey rowKey boolean double maximumRangeValue maxval minimumRangeValue minval Range rangeBounds KeyedObjects2D data int c maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r BoxAndWhiskerItem item  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	1.0	173	173	1	
2	[BUG] [BUGGY] this.maximumRangeValueRow = r; [FE] 6]> [CONTEXT] maxval = item.getMaxOutlier().doubleValue(); } if (Double.isNaN(this.maximumRangeValue)) { this.maximumRangeValue = maxval; this.maximumRangeValueRow = r; this.maximumRangeValueColumn = c; } else if (maxval > this.maximumRangeValue) { this.maximumRangeValue = maxval; [BUGGY] this.maximumRangeValueRow = r; [BUGGY] this.maximumRangeValueColumn = c; } if (Double.isNaN(this.minimumRangeValue)) { this.minimumRangeValue = minval; this.minimumRangeValueRow = r; this.minimumRangeValueColumn = c; } else if (minval < this.minimumRangeValue) { this.minimumRangeValue = minval; [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] add [RETURN_TYPE] void  BoxAndWhiskerItem item Comparable rowKey Comparable columnKey [VARIABLES] Comparable columnKey rowKey boolean double maximumRangeValue maxval minimumRangeValue minval Range rangeBounds KeyedObjects2D data int c maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r BoxAndWhiskerItem item  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	1.0	174	174	1	
3	[BUG] [BUGGY] this.maximumRangeValueColumn = c; [FE] 6]> [CONTEXT] } if (Double.isNaN(this.maximumRangeValue)) { this.maximumRangeValue = maxval; this.maximumRangeValueRow = r; this.maximumRangeValueColumn = c; } else if (maxval > this.maximumRangeValue) { this.maximumRangeValue = maxval; this.maximumRangeValueRow = r; [BUGGY] this.maximumRangeValueColumn = c; [BUGGY] } if (Double.isNaN(this.minimumRangeValue)) { this.minimumRangeValue = minval; this.minimumRangeValueRow = r; this.minimumRangeValueColumn = c; } else if (minval < this.minimumRangeValue) { this.minimumRangeValue = minval; this.minimumRangeValueRow = r; [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] add [RETURN_TYPE] void  BoxAndWhiskerItem item Comparable rowKey Comparable columnKey [VARIABLES] Comparable columnKey rowKey boolean double maximumRangeValue maxval minimumRangeValue minval Range rangeBounds KeyedObjects2D data int c maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r BoxAndWhiskerItem item  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	1.0	175	175	1	
4	[BUG] [BUGGY] updateBounds(); [FE] 6]> [CONTEXT] if ((this.maximumRangeValueRow == r && this.maximumRangeValueColumn == c) || (this.minimumRangeValueRow == r && this.minimumRangeValueColumn == c)){ [BUGGY] updateBounds(); [BUGGY] } [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] add [RETURN_TYPE] void  BoxAndWhiskerItem item Comparable rowKey Comparable columnKey [VARIABLES] Comparable columnKey rowKey boolean double maximumRangeValue maxval minimumRangeValue minval Range rangeBounds KeyedObjects2D data int c maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r BoxAndWhiskerItem item  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	0.7071067811865475	155	155	1	
5	[BUG] [BUGGY] else if (minval < this.minimumRangeValue) { [FE] 6]> [CONTEXT] this.maximumRangeValue = maxval; this.maximumRangeValueRow = r; this.maximumRangeValueColumn = c; } if (Double.isNaN(this.minimumRangeValue)) { this.minimumRangeValue = minval; this.minimumRangeValueRow = r; this.minimumRangeValueColumn = c; } [BUGGY] else if (minval < this.minimumRangeValue) { [BUGGY] this.minimumRangeValue = minval; this.minimumRangeValueRow = r; this.minimumRangeValueColumn = c; } this.rangeBounds = new Range(this.minimumRangeValue, this.maximumRangeValue); fireDatasetChanged(); } [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] add [RETURN_TYPE] void  BoxAndWhiskerItem item Comparable rowKey Comparable columnKey [VARIABLES] Comparable columnKey rowKey boolean double maximumRangeValue maxval minimumRangeValue minval Range rangeBounds KeyedObjects2D data int c maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r BoxAndWhiskerItem item  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	0.7071067811865475	183	183	1	
6	[BUG] [BUGGY] this.minimumRangeValue = Double.NaN; [FE] 6]> [CONTEXT] private void updateBounds() { [BUGGY] this.minimumRangeValue = Double.NaN; [BUGGY] this.maximumRangeValue = Double.NaN; } [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] updateBounds [RETURN_TYPE] void  [VARIABLES] boolean Range rangeBounds double maximumRangeValue maxval minimumRangeValue minval KeyedObjects2D data int c column maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r row  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	0.7071067811865475	740	740	1	
7	[BUG] [BUGGY] this.maximumRangeValue = Double.NaN; [FE] 6]> [CONTEXT] private void updateBounds() { this.minimumRangeValue = Double.NaN; [BUGGY] this.maximumRangeValue = Double.NaN; [BUGGY] } [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] updateBounds [RETURN_TYPE] void  [VARIABLES] boolean Range rangeBounds double maximumRangeValue maxval minimumRangeValue minval KeyedObjects2D data int c column maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r row  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	0.7071067811865475	741	741	1	
8	[BUG] [BUGGY] } [FE] 6]> [CONTEXT] private void updateBounds() { this.minimumRangeValue = Double.NaN; this.maximumRangeValue = Double.NaN; [BUGGY] } [BUGGY]  [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] updateBounds [RETURN_TYPE] void  [VARIABLES] boolean Range rangeBounds double maximumRangeValue maxval minimumRangeValue minval KeyedObjects2D data int c column maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r row  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	0.7071067811865475	742	742	1	
9	[BUG] [BUGGY] else if (maxval > this.maximumRangeValue) { [FE] 6]> [CONTEXT] double maxval = Double.NaN; if (item.getMaxOutlier() != null) { maxval = item.getMaxOutlier().doubleValue(); } if (Double.isNaN(this.maximumRangeValue)) { this.maximumRangeValue = maxval; this.maximumRangeValueRow = r; this.maximumRangeValueColumn = c; } [BUGGY] else if (maxval > this.maximumRangeValue) { [BUGGY] this.maximumRangeValue = maxval; this.maximumRangeValueRow = r; this.maximumRangeValueColumn = c; } if (Double.isNaN(this.minimumRangeValue)) { this.minimumRangeValue = minval; this.minimumRangeValueRow = r; this.minimumRangeValueColumn = c; } [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] add [RETURN_TYPE] void  BoxAndWhiskerItem item Comparable rowKey Comparable columnKey [VARIABLES] Comparable columnKey rowKey boolean double maximumRangeValue maxval minimumRangeValue minval Range rangeBounds KeyedObjects2D data int c maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r BoxAndWhiskerItem item  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	0.5773502691896258	172	172	1	
10	[BUG] [BUGGY] return this.rangeBounds; [FE] 6]> [CONTEXT] public Range getRangeBounds(boolean includeInterval) { [BUGGY] return this.rangeBounds; [BUGGY] } [CLASS] DefaultBoxAndWhiskerCategoryDataset [METHOD] getRangeBounds [RETURN_TYPE] Range  boolean includeInterval [VARIABLES] boolean includeInterval Range rangeBounds double maximumRangeValue maxval minimumRangeValue minval KeyedObjects2D data int c column maximumRangeValueColumn maximumRangeValueRow minimumRangeValueColumn minimumRangeValueRow r row  	projects/Chart21/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java	0.5773502691896258	532	532	1	
